"CGS,CGS_IP_CG,Smoother,Smoother_GSRBAC,pre;0,post;4,numCore;64",257.17,1589.09,6
"CGS,CGS_IP_AMG,Smoother,Smoother_JAC,pre;0,post;4,numCore;64",174.8,1643.96,9
"CGS,CGS_IP_AMG,Smoother,Smoother_GS,pre;0,post;4,numCore;64",171.68,1255.16,7
"CGS,CGS_IP_AMG,Smoother,Smoother_GSAC,pre;0,post;4,numCore;64",185.72,1355.29,7
"CGS,CGS_IP_AMG,Smoother,Smoother_GSACBE,pre;0,post;4,numCore;64",1427.31,5776.04,4
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRB,pre;0,post;4,numCore;64",240.64,2244.43,9
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRBAC,pre;0,post;4,numCore;64",253.1,1579.65,6
"CGS,CGS_RED_AMG,Smoother,Smoother_JAC,pre;0,post;4,numCore;64",190.14,1782.3,9
"CGS,CGS_RED_AMG,Smoother,Smoother_GS,pre;0,post;4,numCore;64",185.43,1350.72,7
"CGS,CGS_RED_AMG,Smoother,Smoother_GSAC,pre;0,post;4,numCore;64",199.98,1454.29,7
"CGS,CGS_RED_AMG,Smoother,Smoother_GSACBE,pre;0,post;4,numCore;64",1438.34,5830.7,4
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRB,pre;0,post;4,numCore;64",253.9,2366.71,9
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRBAC,pre;0,post;4,numCore;64",267.55,1663.17,6
"CGS,CGS_IP_CG,Smoother,Smoother_JAC,pre;0,post;5,numCore;64",200.31,1671.17,8
"CGS,CGS_IP_CG,Smoother,Smoother_GS,pre;0,post;5,numCore;64",197.21,1229.22,6
"CGS,CGS_IP_CG,Smoother,Smoother_GSAC,pre;0,post;5,numCore;64",216.25,1344.2,6
"CGS,CGS_IP_CG,Smoother,Smoother_GSACBE,pre;0,post;5,numCore;64",1830.23,7398.81,4
"CGS,CGS_IP_CG,Smoother,Smoother_GSRB,pre;0,post;5,numCore;64",282.72,2034.47,7
"CGS,CGS_IP_CG,Smoother,Smoother_GSRBAC,pre;0,post;5,numCore;64",301.31,1853.65,6
"CGS,CGS_IP_AMG,Smoother,Smoother_JAC,pre;0,post;5,numCore;64",199.4,1658.47,8
"CGS,CGS_IP_AMG,Smoother,Smoother_GS,pre;0,post;5,numCore;64",194.83,1214.01,6
"CGS,CGS_IP_AMG,Smoother,Smoother_GSAC,pre;0,post;5,numCore;64",213.11,1325.03,6
"CGS,CGS_IP_AMG,Smoother,Smoother_GSACBE,pre;0,post;5,numCore;64",1763.75,7132.21,4
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRB,pre;0,post;5,numCore;64",282.95,2031.37,7
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRBAC,pre;0,post;5,numCore;64",302.86,1849.09,6
"CGS,CGS_RED_AMG,Smoother,Smoother_JAC,pre;0,post;5,numCore;64",214.96,1781.76,8
"CGS,CGS_RED_AMG,Smoother,Smoother_GS,pre;0,post;5,numCore;64",208.48,1296.48,6
"CGS,CGS_RED_AMG,Smoother,Smoother_GSAC,pre;0,post;5,numCore;64",226.74,1407.1,6
"CGS,CGS_RED_AMG,Smoother,Smoother_GSACBE,pre;0,post;5,numCore;64",1774.61,7182.85,4
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRB,pre;0,post;5,numCore;64",294.44,2129.25,7
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRBAC,pre;0,post;5,numCore;64",315.4,1930.87,6
"CGS,CGS_IP_CG,Smoother,Smoother_JAC,pre;0,post;6,numCore;64",223.69,1858.81,8
"CGS,CGS_IP_CG,Smoother,Smoother_GS,pre;0,post;6,numCore;64",220.7,1369.75,6
"CGS,CGS_IP_CG,Smoother,Smoother_GSAC,pre;0,post;6,numCore;64",243.06,1505.75,6
"CGS,CGS_IP_CG,Smoother,Smoother_GSACBE,pre;0,post;6,numCore;64",2184.08,8812.54,4
"CGS,CGS_IP_CG,Smoother,Smoother_GSRB,pre;0,post;6,numCore;64",322.77,1985.21,6
"CGS,CGS_IP_CG,Smoother,Smoother_GSRBAC,pre;0,post;6,numCore;64",345.46,2117.96,6
"CGS,CGS_IP_AMG,Smoother,Smoother_JAC,pre;0,post;6,numCore;64",222.71,1845.25,8
"CGS,CGS_IP_AMG,Smoother,Smoother_GS,pre;0,post;6,numCore;64",217.86,1352.39,6
"CGS,CGS_IP_AMG,Smoother,Smoother_GSAC,pre;0,post;6,numCore;64",239.38,1483.8,6
"CGS,CGS_IP_AMG,Smoother,Smoother_GSACBE,pre;0,post;6,numCore;64",2103.1,8485.8,4
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRB,pre;0,post;6,numCore;64",318.35,1982.26,6
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRBAC,pre;0,post;6,numCore;64",340.01,2109.18,6
"CGS,CGS_RED_AMG,Smoother,Smoother_JAC,pre;0,post;6,numCore;64",238.47,1971.49,8
"CGS,CGS_RED_AMG,Smoother,Smoother_GS,pre;0,post;6,numCore;64",231.69,1435.91,6
"CGS,CGS_RED_AMG,Smoother,Smoother_GSAC,pre;0,post;6,numCore;64",253.36,1567.46,6
"CGS,CGS_RED_AMG,Smoother,Smoother_GSACBE,pre;0,post;6,numCore;64",2114.55,8538.63,4
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRB,pre;0,post;6,numCore;64",333.62,2065.06,6
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRBAC,pre;0,post;6,numCore;64",354.49,2195.2,6
"CGS,CGS_IP_CG,Smoother,Smoother_JAC,pre;1,post;0,numCore;64",100.8,3464.16,32
"CGS,CGS_IP_CG,Smoother,Smoother_GS,pre;1,post;0,numCore;64",100.89,2927.21,27
"CGS,CGS_IP_CG,Smoother,Smoother_GSAC,pre;1,post;0,numCore;64",107.81,2075.6,18
"CGS,CGS_IP_CG,Smoother,Smoother_GSACBE,pre;1,post;0,numCore;64",436.7,3552.91,8
"CGS,CGS_IP_CG,Smoother,Smoother_GSRB,pre;1,post;0,numCore;64",117.79,4008.08,32
"CGS,CGS_IP_CG,Smoother,Smoother_GSRBAC,pre;1,post;0,numCore;64",123.11,1828.47,14
"CGS,CGS_IP_AMG,Smoother,Smoother_JAC,pre;1,post;0,numCore;64",100.32,3450.08,32
"CGS,CGS_IP_AMG,Smoother,Smoother_GS,pre;1,post;0,numCore;64",100.44,2915.59,27
"CGS,CGS_IP_AMG,Smoother,Smoother_GSAC,pre;1,post;0,numCore;64",106.36,2050.78,18
"CGS,CGS_IP_AMG,Smoother,Smoother_GSACBE,pre;1,post;0,numCore;64",421.82,3434.22,8
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRB,pre;1,post;0,numCore;64",117.68,4006.87,32
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRBAC,pre;1,post;0,numCore;64",122.98,1827.33,14
"CGS,CGS_RED_AMG,Smoother,Smoother_JAC,pre;1,post;0,numCore;64",111.78,3815.05,32
"CGS,CGS_RED_AMG,Smoother,Smoother_GS,pre;1,post;0,numCore;64",110.42,3183.88,27
"CGS,CGS_RED_AMG,Smoother,Smoother_GSAC,pre;1,post;0,numCore;64",120.32,2301.07,18
"CGS,CGS_RED_AMG,Smoother,Smoother_GSACBE,pre;1,post;0,numCore;64",436.26,3550.18,8
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRB,pre;1,post;0,numCore;64",128.28,4345.6,32
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRBAC,pre;1,post;0,numCore;64",136.75,2020.13,14
"CGS,CGS_IP_CG,Smoother,Smoother_JAC,pre;1,post;1,numCore;64",127.2,2157.29,16
"CGS,CGS_IP_CG,Smoother,Smoother_GS,pre;1,post;1,numCore;64",125.99,1869.19,14
"CGS,CGS_IP_CG,Smoother,Smoother_GSAC,pre;1,post;1,numCore;64",135.35,1428.62,10
"CGS,CGS_IP_CG,Smoother,Smoother_GSACBE,pre;1,post;1,numCore;64",784.05,3982.05,5
"CGS,CGS_IP_CG,Smoother,Smoother_GSRB,pre;1,post;1,numCore;64",159.5,2839.68,17
"CGS,CGS_IP_CG,Smoother,Smoother_GSRBAC,pre;1,post;1,numCore;64",168.71,1233.83,7
"CGS,CGS_IP_AMG,Smoother,Smoother_JAC,pre;1,post;1,numCore;64",128.04,2170.84,16
"CGS,CGS_IP_AMG,Smoother,Smoother_GS,pre;1,post;1,numCore;64",125.47,1862.1,14
"CGS,CGS_IP_AMG,Smoother,Smoother_GSAC,pre;1,post;1,numCore;64",132.93,1405.11,10
"CGS,CGS_IP_AMG,Smoother,Smoother_GSACBE,pre;1,post;1,numCore;64",755.85,3830.78,5
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRB,pre;1,post;1,numCore;64",159.66,2834.56,17
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRBAC,pre;1,post;1,numCore;64",166.8,1217.2,7
"CGS,CGS_RED_AMG,Smoother,Smoother_JAC,pre;1,post;1,numCore;64",143.21,2412.39,16
"CGS,CGS_RED_AMG,Smoother,Smoother_GS,pre;1,post;1,numCore;64",137.7,2032.73,14
"CGS,CGS_RED_AMG,Smoother,Smoother_GSAC,pre;1,post;1,numCore;64",146.67,1541.87,10
"CGS,CGS_RED_AMG,Smoother,Smoother_GSACBE,pre;1,post;1,numCore;64",771.31,3906.57,5
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRB,pre;1,post;1,numCore;64",172.49,3053.77,17
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRBAC,pre;1,post;1,numCore;64",180.55,1311.11,7
"CGS,CGS_IP_CG,Smoother,Smoother_JAC,pre;1,post;2,numCore;64",152.16,1758.6,11
"CGS,CGS_IP_CG,Smoother,Smoother_GS,pre;1,post;2,numCore;64",150.04,1576.06,10
"CGS,CGS_IP_CG,Smoother,Smoother_GSAC,pre;1,post;2,numCore;64",162.64,1362.97,8
"CGS,CGS_IP_CG,Smoother,Smoother_GSACBE,pre;1,post;2,numCore;64",1135.52,4589.83,4
"CGS,CGS_IP_CG,Smoother,Smoother_GSRB,pre;1,post;2,numCore;64",201.16,2298.08,11
"CGS,CGS_IP_CG,Smoother,Smoother_GSRBAC,pre;1,post;2,numCore;64",213.06,1324.25,6
"CGS,CGS_IP_AMG,Smoother,Smoother_JAC,pre;1,post;2,numCore;64",152.18,1757.62,11
"CGS,CGS_IP_AMG,Smoother,Smoother_GS,pre;1,post;2,numCore;64",148.52,1560.73,10
"CGS,CGS_IP_AMG,Smoother,Smoother_GSAC,pre;1,post;2,numCore;64",159.33,1337.48,8
"CGS,CGS_IP_AMG,Smoother,Smoother_GSACBE,pre;1,post;2,numCore;64",1093.25,4420.3,4
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRB,pre;1,post;2,numCore;64",199.58,2286.14,11
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRBAC,pre;1,post;2,numCore;64",210.48,1308.74,6
"CGS,CGS_RED_AMG,Smoother,Smoother_JAC,pre;1,post;2,numCore;64",167.49,1925.46,11
"CGS,CGS_RED_AMG,Smoother,Smoother_GS,pre;1,post;2,numCore;64",162.32,1698.61,10
"CGS,CGS_RED_AMG,Smoother,Smoother_GSAC,pre;1,post;2,numCore;64",173.51,1448.34,8
"CGS,CGS_RED_AMG,Smoother,Smoother_GSACBE,pre;1,post;2,numCore;64",1104.4,4480.64,4
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRB,pre;1,post;2,numCore;64",213.05,2434.34,11
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRBAC,pre;1,post;2,numCore;64",223.94,1391.91,6
"CGS,CGS_IP_CG,Smoother,Smoother_JAC,pre;1,post;3,numCore;64",176.49,1660.09,9
"CGS,CGS_IP_CG,Smoother,Smoother_GS,pre;1,post;3,numCore;64",174.02,1270.97,7
"CGS,CGS_IP_CG,Smoother,Smoother_GSAC,pre;1,post;3,numCore;64",189.15,1181.93,6
"CGS,CGS_IP_CG,Smoother,Smoother_GSACBE,pre;1,post;3,numCore;64",1480.08,6000.47,4
"CGS,CGS_IP_CG,Smoother,Smoother_GSRB,pre;1,post;3,numCore;64",241.94,2248.92,9
"CGS,CGS_IP_CG,Smoother,Smoother_GSRBAC,pre;1,post;3,numCore;64",258.12,1329.44,5
"CGS,CGS_IP_AMG,Smoother,Smoother_JAC,pre;1,post;3,numCore;64",175.9,1652.37,9
"CGS,CGS_IP_AMG,Smoother,Smoother_GS,pre;1,post;3,numCore;64",171.54,1254.1,7
"CGS,CGS_IP_AMG,Smoother,Smoother_GSAC,pre;1,post;3,numCore;64",185.96,1162.96,6
"CGS,CGS_IP_AMG,Smoother,Smoother_GSACBE,pre;1,post;3,numCore;64",1428.75,5775.75,4
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRB,pre;1,post;3,numCore;64",239.46,2233.16,9
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRBAC,pre;1,post;3,numCore;64",253.26,1310.04,5
"CGS,CGS_RED_AMG,Smoother,Smoother_JAC,pre;1,post;3,numCore;64",191.43,1792.39,9
"CGS,CGS_RED_AMG,Smoother,Smoother_GS,pre;1,post;3,numCore;64",185.38,1350.54,7
"CGS,CGS_RED_AMG,Smoother,Smoother_GSAC,pre;1,post;3,numCore;64",199.6,1244.91,6
"CGS,CGS_RED_AMG,Smoother,Smoother_GSACBE,pre;1,post;3,numCore;64",1443.09,5844.11,4
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRB,pre;1,post;3,numCore;64",252.81,2356.14,9
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRBAC,pre;1,post;3,numCore;64",267.39,1381.5,5
"CGS,CGS_IP_CG,Smoother,Smoother_JAC,pre;1,post;4,numCore;64",202.15,1679.09,8
"CGS,CGS_IP_CG,Smoother,Smoother_GS,pre;1,post;4,numCore;64",197.18,1228.46,6
"CGS,CGS_IP_CG,Smoother,Smoother_GSAC,pre;1,post;4,numCore;64",216.87,1347.93,6
"CGS,CGS_IP_CG,Smoother,Smoother_GSACBE,pre;1,post;4,numCore;64",1835.71,5559.71,3
"CGS,CGS_IP_CG,Smoother,Smoother_GSRB,pre;1,post;4,numCore;64",283.45,2039.96,7
"CGS,CGS_IP_CG,Smoother,Smoother_GSRBAC,pre;1,post;4,numCore;64",302.14,1548.91,5
"CGS,CGS_IP_AMG,Smoother,Smoother_JAC,pre;1,post;4,numCore;64",199.83,1662.22,8
"CGS,CGS_IP_AMG,Smoother,Smoother_GS,pre;1,post;4,numCore;64",194.68,1213.83,6
"CGS,CGS_IP_AMG,Smoother,Smoother_GSAC,pre;1,post;4,numCore;64",212.95,1324.05,6
"CGS,CGS_IP_AMG,Smoother,Smoother_GSACBE,pre;1,post;4,numCore;64",1767.85,5351.4,3
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRB,pre;1,post;4,numCore;64",279.6,2022.2,7
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRBAC,pre;1,post;4,numCore;64",296.93,1536.67,5
"CGS,CGS_RED_AMG,Smoother,Smoother_JAC,pre;1,post;4,numCore;64",215.4,1785.08,8
"CGS,CGS_RED_AMG,Smoother,Smoother_GS,pre;1,post;4,numCore;64",208.64,1297.02,6
"CGS,CGS_RED_AMG,Smoother,Smoother_GSAC,pre;1,post;4,numCore;64",226.56,1405.74,6
"CGS,CGS_RED_AMG,Smoother,Smoother_GSACBE,pre;1,post;4,numCore;64",1784.78,5405.31,3
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRB,pre;1,post;4,numCore;64",293.86,2118.53,7
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRBAC,pre;1,post;4,numCore;64",310.23,1603.43,5
"CGS,CGS_IP_CG,Smoother,Smoother_JAC,pre;1,post;5,numCore;64",225.25,1634.2,7
"CGS,CGS_IP_CG,Smoother,Smoother_GS,pre;1,post;5,numCore;64",220.74,1141.9,5
"CGS,CGS_IP_CG,Smoother,Smoother_GSAC,pre;1,post;5,numCore;64",243.71,1257.7,5
"CGS,CGS_IP_CG,Smoother,Smoother_GSACBE,pre;1,post;5,numCore;64",2179.25,6614.79,3
"CGS,CGS_IP_CG,Smoother,Smoother_GSRB,pre;1,post;5,numCore;64",323.66,1989.22,6
"CGS,CGS_IP_CG,Smoother,Smoother_GSRBAC,pre;1,post;5,numCore;64",346.82,1771.81,5
"CGS,CGS_IP_AMG,Smoother,Smoother_JAC,pre;1,post;5,numCore;64",223.3,1621.03,7
"CGS,CGS_IP_AMG,Smoother,Smoother_GS,pre;1,post;5,numCore;64",217.67,1126.11,5
"CGS,CGS_IP_AMG,Smoother,Smoother_GSAC,pre;1,post;5,numCore;64",239.01,1235.32,5
"CGS,CGS_IP_AMG,Smoother,Smoother_GSACBE,pre;1,post;5,numCore;64",2102.31,6365.2,3
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRB,pre;1,post;5,numCore;64",318.47,1977.3,6
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRBAC,pre;1,post;5,numCore;64",343.87,1757.9,5
"CGS,CGS_RED_AMG,Smoother,Smoother_JAC,pre;1,post;5,numCore;64",238.94,1730.57,7
"CGS,CGS_RED_AMG,Smoother,Smoother_GS,pre;1,post;5,numCore;64",231.52,1195.5,5
"CGS,CGS_RED_AMG,Smoother,Smoother_GSAC,pre;1,post;5,numCore;64",253.61,1306.66,5
"CGS,CGS_RED_AMG,Smoother,Smoother_GSACBE,pre;1,post;5,numCore;64",2119.95,6418.6,3
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRB,pre;1,post;5,numCore;64",333.93,2059.91,6
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRBAC,pre;1,post;5,numCore;64",357.43,1836.11,5
"CGS,CGS_IP_CG,Smoother,Smoother_JAC,pre;1,post;6,numCore;64",249.15,1802.84,7
"CGS,CGS_IP_CG,Smoother,Smoother_GS,pre;1,post;6,numCore;64",244.39,1260.35,5
"CGS,CGS_IP_CG,Smoother,Smoother_GSAC,pre;1,post;6,numCore;64",270.46,1391.28,5
"CGS,CGS_IP_CG,Smoother,Smoother_GSACBE,pre;1,post;6,numCore;64",2538.94,7669.03,3
"CGS,CGS_IP_CG,Smoother,Smoother_GSRB,pre;1,post;6,numCore;64",364.34,1863.07,5
"CGS,CGS_IP_CG,Smoother,Smoother_GSRBAC,pre;1,post;6,numCore;64",390.01,1590.12,4
"CGS,CGS_IP_AMG,Smoother,Smoother_JAC,pre;1,post;6,numCore;64",247.86,1791.94,7
"CGS,CGS_IP_AMG,Smoother,Smoother_GS,pre;1,post;6,numCore;64",240.76,1241.37,5
"CGS,CGS_IP_AMG,Smoother,Smoother_GSAC,pre;1,post;6,numCore;64",266.19,1370.17,5
"CGS,CGS_IP_AMG,Smoother,Smoother_GSACBE,pre;1,post;6,numCore;64",2441.03,7379.62,3
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRB,pre;1,post;6,numCore;64",359.45,1847.83,5
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRBAC,pre;1,post;6,numCore;64",388.28,1585.97,4
"CGS,CGS_RED_AMG,Smoother,Smoother_JAC,pre;1,post;6,numCore;64",263.11,1901.21,7
"CGS,CGS_RED_AMG,Smoother,Smoother_GS,pre;1,post;6,numCore;64",254.56,1311.33,5
"CGS,CGS_RED_AMG,Smoother,Smoother_GSAC,pre;1,post;6,numCore;64",281.8,1448.65,5
"CGS,CGS_RED_AMG,Smoother,Smoother_GSACBE,pre;1,post;6,numCore;64",2457.13,7436.63,3
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRB,pre;1,post;6,numCore;64",373.56,1917.59,5
"CGS,CGS_RED_AMG,Smoother,Smoother_GSRBAC,pre;1,post;6,numCore;64",398.35,1648.62,4
"CGS,CGS_IP_CG,Smoother,Smoother_JAC,pre;2,post;0,numCore;64",126.26,2140.13,16
"CGS,CGS_IP_CG,Smoother,Smoother_GS,pre;2,post;0,numCore;64",126.82,1880.43,14
"CGS,CGS_IP_CG,Smoother,Smoother_GSAC,pre;2,post;0,numCore;64",136.78,1442.94,10
"CGS,CGS_IP_CG,Smoother,Smoother_GSACBE,pre;2,post;0,numCore;64",790.32,3988.92,5
"CGS,CGS_IP_CG,Smoother,Smoother_GSRB,pre;2,post;0,numCore;64",160.13,2849.3,17
"CGS,CGS_IP_CG,Smoother,Smoother_GSRBAC,pre;2,post;0,numCore;64",169.89,1596.04,9
"CGS,CGS_IP_AMG,Smoother,Smoother_JAC,pre;2,post;0,numCore;64",125.57,2128.99,16
"CGS,CGS_IP_AMG,Smoother,Smoother_GS,pre;2,post;0,numCore;64",125.98,1869.05,14
"CGS,CGS_IP_AMG,Smoother,Smoother_GSAC,pre;2,post;0,numCore;64",134.04,1415.63,10
"CGS,CGS_IP_AMG,Smoother,Smoother_GSACBE,pre;2,post;0,numCore;64",761.67,3846.15,5
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRB,pre;2,post;0,numCore;64",160.38,2854.36,17
"CGS,CGS_IP_AMG,Smoother,Smoother_GSRBAC,pre;2,post;0,numCore;64",167.61,1575.8,9
